id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
6B0W17585fR1065a0055_23444,"Love Sees All Face Mask and Cover for Women and Men Black","Style: Non-Medical Face Cover 
 
 
 
   
Face Cover Size (Approx): 17cm x 13cm (6.7' x 5.1' ) 
 
   
Material: Spandex 
 
   
Design description: single-sided full-frame printing, thermal transfer. 
 
   
This is a soft spandex face cover. The face cover is breathable, and washable. 
 
   
It can protect your mouth and face from dust, cold, dust, pollen, allergies, fog and haze, exhaust emissions, 2nd hand smoking and etc. 
 
   
Washing instructions: It is recommended to wash by hand, do not bleach. 
 
 
 
 
  
 
 
 
Size 
Width(cm/in) 
Height(cm/in) 
 
 
Size 
17/6.7 
13/5.1",https://ljholiday.com/wp-content/uploads/1d83fb74d13ac22683fdb724b97fc785.png,https://ljholiday.com/product/love-sees-all-face-cover-for-women-and-men-2/,"facemasks","=LJHoliday=",8.78USD,in stock,6B0W17585fR1065a0055_23444,https://ljholiday.com/cart/?add-to-cart=23444,"https://ljholiday.com/wp-content/uploads/02601c6b7fdbb6c81cb275be954fa31a.png,https://ljholiday.com/wp-content/uploads/bde37b4ea365b02e62d9f478f15d2396.png,https://ljholiday.com/wp-content/uploads/517ab0ac3f113aec99ecdb01a2a4f713.png,https://ljholiday.com/wp-content/uploads/6612acff92ec7c3d6c9449970653258d.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8.78USD,new,published,,
1A3cdRXgT67J01avW98e_23437,"Love Sees All Face Mask and Cover for Women and Men White","Style: Non-Medical Face Cover 
 
 
 
   
Face Cover Size (Approx): 17cm x 13cm (6.7' x 5.1' ) 
 
   
Material: Spandex 
 
   
Design description: single-sided full-frame printing, thermal transfer. 
 
   
This is a soft spandex face cover. The face cover is breathable, and washable. 
 
   
It can protect your mouth and face from dust, cold, dust, pollen, allergies, fog and haze, exhaust emissions, 2nd hand smoking and etc. 
 
   
Washing instructions: It is recommended to wash by hand, do not bleach. 
 
 
 
 
  
 
 
 
Size 
Width(cm/in) 
Height(cm/in) 
 
 
Size 
17/6.7 
13/5.1",https://ljholiday.com/wp-content/uploads/e6869558550ac3848099eb20d9dca639.png,https://ljholiday.com/product/love-sees-all-face-cover-for-women-and-men-white/,"face masks","=LJHoliday=",8.78USD,in stock,1A3cdRXgT67J01avW98e_23437,https://ljholiday.com/cart/?add-to-cart=23437,"https://ljholiday.com/wp-content/uploads/2d888cda7a8983b8396fcaab8ac7fc1c.png,https://ljholiday.com/wp-content/uploads/e5aac78fb94d2c03f0c1a10c2a078bf6.png,https://ljholiday.com/wp-content/uploads/9f10351855a553c1aaaeaaafdf2c0bb2.png,https://ljholiday.com/wp-content/uploads/4e8ab0494fa3dbda877994e8d8ef7fc2.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8.78USD,new,published,,
5F382B0A0D3CB_Heather-Olive-M-L_23344,"Coyote Pumpkin | Women’s Crop Tee","Color: Heather Olive, Size: M/L",https://ljholiday.com/wp-content/uploads/mockup-966b6be2.png,https://ljholiday.com/product/coyote-pumpkin-womens-crop-tee/?attribute_color=Heather+Olive&attribute_size=M%2FL,"Tops, Crop Tops","=LJHoliday=",26USD,in stock,wc_post_id_23340,https://ljholiday.com/cart/?add-to-cart=23340&variation_id=23344&attribute_color=Heather+Olive&attribute_size=M%2FL,"https://ljholiday.com/wp-content/uploads/mockup-178dba21.png,https://ljholiday.com/wp-content/uploads/mockup-46e065c6.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,,"color:Black/Heather Olive:Heather Olive,size:M/L/XS/SM:M/L"
5F382B0A0D3CB_Heather-Olive-XS-SM_23343,"Coyote Pumpkin | Women’s Crop Tee","Color: Heather Olive, Size: XS/SM",https://ljholiday.com/wp-content/uploads/mockup-966b6be2.png,https://ljholiday.com/product/coyote-pumpkin-womens-crop-tee/?attribute_color=Heather+Olive&attribute_size=XS%2FSM,"Tops, Crop Tops","=LJHoliday=",26USD,in stock,wc_post_id_23340,https://ljholiday.com/cart/?add-to-cart=23340&variation_id=23343&attribute_color=Heather+Olive&attribute_size=XS%2FSM,"https://ljholiday.com/wp-content/uploads/mockup-178dba21.png,https://ljholiday.com/wp-content/uploads/mockup-46e065c6.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,,"color:Black/Heather Olive:Heather Olive,size:M/L/XS/SM:XS/SM"
5F382B0A0D3CB_Black-M-L_23342,"Coyote Pumpkin | Women’s Crop Tee","Color: Black, Size: M/L",https://ljholiday.com/wp-content/uploads/mockup-46e065c6.png,https://ljholiday.com/product/coyote-pumpkin-womens-crop-tee/?attribute_color=Black&attribute_size=M%2FL,"Tops, Crop Tops","=LJHoliday=",26USD,in stock,wc_post_id_23340,https://ljholiday.com/cart/?add-to-cart=23340&variation_id=23342&attribute_color=Black&attribute_size=M%2FL,"https://ljholiday.com/wp-content/uploads/mockup-966b6be2.png,https://ljholiday.com/wp-content/uploads/mockup-178dba21.png,https://ljholiday.com/wp-content/uploads/mockup-46e065c6.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,default,"color:Black/Heather Olive:Black,size:M/L/XS/SM:M/L"
5F382B0A0D3CB_Black-XS-SM_23341,"Coyote Pumpkin | Women’s Crop Tee","Color: Black, Size: XS/SM",https://ljholiday.com/wp-content/uploads/mockup-46e065c6.png,https://ljholiday.com/product/coyote-pumpkin-womens-crop-tee/?attribute_color=Black&attribute_size=XS%2FSM,"Tops, Crop Tops","=LJHoliday=",26USD,in stock,wc_post_id_23340,https://ljholiday.com/cart/?add-to-cart=23340&variation_id=23341&attribute_color=Black&attribute_size=XS%2FSM,"https://ljholiday.com/wp-content/uploads/mockup-966b6be2.png,https://ljholiday.com/wp-content/uploads/mockup-178dba21.png,https://ljholiday.com/wp-content/uploads/mockup-46e065c6.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,,"color:Black/Heather Olive:Black,size:M/L/XS/SM:XS/SM"
5F382A6623FA5_Black-2XL_23332,"Coyote Pumpin | Long Body Urban Tee","Color: Black, Size: 2XL",https://ljholiday.com/wp-content/uploads/mockup-e88baa41.png,https://ljholiday.com/product/coyote-pumpin-long-body-urban-tee/?attribute_color=Black&attribute_size=2XL,"Tops, Fun, T-Shirts","=LJHoliday=",28USD,out of stock,wc_post_id_23327,https://ljholiday.com/cart/?add-to-cart=23327&variation_id=23332&attribute_color=Black&attribute_size=2XL,"https://ljholiday.com/wp-content/uploads/coyote-long-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-38c52f25.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,28USD,new,published,,"color:Black/Dark Grey Heather:Black,size:S/M/L/XL/2XL:2XL"
5F382A6623FA5_Dark-Grey-Heather-S_23333,"Coyote Pumpin | Long Body Urban Tee","Color: Dark Grey Heather, Size: S",https://ljholiday.com/wp-content/uploads/mockup-262904ad.png,https://ljholiday.com/product/coyote-pumpin-long-body-urban-tee/?attribute_color=Dark+Grey+Heather&attribute_size=S,"Tops, Fun, T-Shirts","=LJHoliday=",26USD,out of stock,wc_post_id_23327,https://ljholiday.com/cart/?add-to-cart=23327&variation_id=23333&attribute_color=Dark+Grey+Heather&attribute_size=S,"https://ljholiday.com/wp-content/uploads/coyote-long-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-38c52f25.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,,"color:Black/Dark Grey Heather:Dark Grey Heather,size:S/M/L/XL/2XL:S"
5F382A6623FA5_Dark-Grey-Heather-M_23334,"Coyote Pumpin | Long Body Urban Tee","Color: Dark Grey Heather, Size: M",https://ljholiday.com/wp-content/uploads/mockup-262904ad.png,https://ljholiday.com/product/coyote-pumpin-long-body-urban-tee/?attribute_color=Dark+Grey+Heather&attribute_size=M,"Tops, Fun, T-Shirts","=LJHoliday=",26USD,out of stock,wc_post_id_23327,https://ljholiday.com/cart/?add-to-cart=23327&variation_id=23334&attribute_color=Dark+Grey+Heather&attribute_size=M,"https://ljholiday.com/wp-content/uploads/coyote-long-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-38c52f25.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,,"color:Black/Dark Grey Heather:Dark Grey Heather,size:S/M/L/XL/2XL:M"
5F382A6623FA5_Dark-Grey-Heather-L_23335,"Coyote Pumpin | Long Body Urban Tee","Color: Dark Grey Heather, Size: L",https://ljholiday.com/wp-content/uploads/mockup-262904ad.png,https://ljholiday.com/product/coyote-pumpin-long-body-urban-tee/?attribute_color=Dark+Grey+Heather&attribute_size=L,"Tops, Fun, T-Shirts","=LJHoliday=",26USD,out of stock,wc_post_id_23327,https://ljholiday.com/cart/?add-to-cart=23327&variation_id=23335&attribute_color=Dark+Grey+Heather&attribute_size=L,"https://ljholiday.com/wp-content/uploads/coyote-long-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-38c52f25.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,,"color:Black/Dark Grey Heather:Dark Grey Heather,size:S/M/L/XL/2XL:L"
5F382A6623FA5_Dark-Grey-Heather-XL_23336,"Coyote Pumpin | Long Body Urban Tee","Color: Dark Grey Heather, Size: XL",https://ljholiday.com/wp-content/uploads/mockup-262904ad.png,https://ljholiday.com/product/coyote-pumpin-long-body-urban-tee/?attribute_color=Dark+Grey+Heather&attribute_size=XL,"Tops, Fun, T-Shirts","=LJHoliday=",26USD,out of stock,wc_post_id_23327,https://ljholiday.com/cart/?add-to-cart=23327&variation_id=23336&attribute_color=Dark+Grey+Heather&attribute_size=XL,"https://ljholiday.com/wp-content/uploads/coyote-long-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-38c52f25.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,,"color:Black/Dark Grey Heather:Dark Grey Heather,size:S/M/L/XL/2XL:XL"
5F382A6623FA5_Dark-Grey-Heather-2XL_23337,"Coyote Pumpin | Long Body Urban Tee","Color: Dark Grey Heather, Size: 2XL",https://ljholiday.com/wp-content/uploads/mockup-262904ad.png,https://ljholiday.com/product/coyote-pumpin-long-body-urban-tee/?attribute_color=Dark+Grey+Heather&attribute_size=2XL,"Tops, Fun, T-Shirts","=LJHoliday=",28USD,out of stock,wc_post_id_23327,https://ljholiday.com/cart/?add-to-cart=23327&variation_id=23337&attribute_color=Dark+Grey+Heather&attribute_size=2XL,"https://ljholiday.com/wp-content/uploads/coyote-long-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-38c52f25.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,28USD,new,published,,"color:Black/Dark Grey Heather:Dark Grey Heather,size:S/M/L/XL/2XL:2XL"
5F382A6623FA5_Black-XL_23331,"Coyote Pumpin | Long Body Urban Tee","Color: Black, Size: XL",https://ljholiday.com/wp-content/uploads/mockup-e88baa41.png,https://ljholiday.com/product/coyote-pumpin-long-body-urban-tee/?attribute_color=Black&attribute_size=XL,"Tops, Fun, T-Shirts","=LJHoliday=",26USD,out of stock,wc_post_id_23327,https://ljholiday.com/cart/?add-to-cart=23327&variation_id=23331&attribute_color=Black&attribute_size=XL,"https://ljholiday.com/wp-content/uploads/coyote-long-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-38c52f25.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,,"color:Black/Dark Grey Heather:Black,size:S/M/L/XL/2XL:XL"
5F382A6623FA5_Black-L_23330,"Coyote Pumpin | Long Body Urban Tee","Color: Black, Size: L",https://ljholiday.com/wp-content/uploads/mockup-e88baa41.png,https://ljholiday.com/product/coyote-pumpin-long-body-urban-tee/?attribute_color=Black&attribute_size=L,"Tops, Fun, T-Shirts","=LJHoliday=",26USD,out of stock,wc_post_id_23327,https://ljholiday.com/cart/?add-to-cart=23327&variation_id=23330&attribute_color=Black&attribute_size=L,"https://ljholiday.com/wp-content/uploads/coyote-long-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-38c52f25.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,,"color:Black/Dark Grey Heather:Black,size:S/M/L/XL/2XL:L"
5F382A6623FA5_Black-S_23328,"Coyote Pumpin | Long Body Urban Tee","Color: Black, Size: S",https://ljholiday.com/wp-content/uploads/mockup-e88baa41.png,https://ljholiday.com/product/coyote-pumpin-long-body-urban-tee/?attribute_color=Black&attribute_size=S,"Tops, Fun, T-Shirts","=LJHoliday=",26USD,out of stock,wc_post_id_23327,https://ljholiday.com/cart/?add-to-cart=23327&variation_id=23328&attribute_color=Black&attribute_size=S,"https://ljholiday.com/wp-content/uploads/coyote-long-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-38c52f25.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,default,"color:Black/Dark Grey Heather:Black,size:S/M/L/XL/2XL:S"
5F382A6623FA5_Black-M_23329,"Coyote Pumpin | Long Body Urban Tee","Color: Black, Size: M",https://ljholiday.com/wp-content/uploads/mockup-e88baa41.png,https://ljholiday.com/product/coyote-pumpin-long-body-urban-tee/?attribute_color=Black&attribute_size=M,"Tops, Fun, T-Shirts","=LJHoliday=",26USD,out of stock,wc_post_id_23327,https://ljholiday.com/cart/?add-to-cart=23327&variation_id=23329&attribute_color=Black&attribute_size=M,"https://ljholiday.com/wp-content/uploads/coyote-long-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-38c52f25.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,,"color:Black/Dark Grey Heather:Black,size:S/M/L/XL/2XL:M"
5F38294A36B3C_Red-4XL_23317,"Coyote Pumpkin | Bella+Canvas 3001 T-Shirt","Color: Red, Size: 4XL",https://ljholiday.com/wp-content/uploads/mockup-4473f8b8.png,https://ljholiday.com/product/coyote-pumpkin-bellacanvas-3001-t-shirt/?attribute_color=Red&attribute_size=4XL,"Tops, Fun, T-Shirts","=LJHoliday=",28USD,in stock,wc_post_id_23274,https://ljholiday.com/cart/?add-to-cart=23274&variation_id=23317&attribute_color=Red&attribute_size=4XL,"https://ljholiday.com/wp-content/uploads/coyote-premium-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-3a657c6e.png,https://ljholiday.com/wp-content/uploads/mockup-e111692e.png,https://ljholiday.com/wp-content/uploads/mockup-95650b3e.png,https://ljholiday.com/wp-content/uploads/mockup-df99db02.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,28USD,new,published,,"color:Kelly/Burnt Orange/Yellow/Heather True Royal/Heather Prism Lilac/Red:Red,size:XS/S/M/L/XL/2XL/3XL/4XL:4XL"
5F38294A36B3C_Red-3XL_23316,"Coyote Pumpkin | Bella+Canvas 3001 T-Shirt","Color: Red, Size: 3XL",https://ljholiday.com/wp-content/uploads/mockup-4473f8b8.png,https://ljholiday.com/product/coyote-pumpkin-bellacanvas-3001-t-shirt/?attribute_color=Red&attribute_size=3XL,"Tops, Fun, T-Shirts","=LJHoliday=",26USD,in stock,wc_post_id_23274,https://ljholiday.com/cart/?add-to-cart=23274&variation_id=23316&attribute_color=Red&attribute_size=3XL,"https://ljholiday.com/wp-content/uploads/coyote-premium-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-3a657c6e.png,https://ljholiday.com/wp-content/uploads/mockup-e111692e.png,https://ljholiday.com/wp-content/uploads/mockup-95650b3e.png,https://ljholiday.com/wp-content/uploads/mockup-df99db02.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,,"color:Kelly/Burnt Orange/Yellow/Heather True Royal/Heather Prism Lilac/Red:Red,size:XS/S/M/L/XL/2XL/3XL/4XL:3XL"
5F38294A36B3C_Red-2XL_23315,"Coyote Pumpkin | Bella+Canvas 3001 T-Shirt","Color: Red, Size: 2XL",https://ljholiday.com/wp-content/uploads/mockup-4473f8b8.png,https://ljholiday.com/product/coyote-pumpkin-bellacanvas-3001-t-shirt/?attribute_color=Red&attribute_size=2XL,"Tops, Fun, T-Shirts","=LJHoliday=",24USD,in stock,wc_post_id_23274,https://ljholiday.com/cart/?add-to-cart=23274&variation_id=23315&attribute_color=Red&attribute_size=2XL,"https://ljholiday.com/wp-content/uploads/coyote-premium-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-3a657c6e.png,https://ljholiday.com/wp-content/uploads/mockup-e111692e.png,https://ljholiday.com/wp-content/uploads/mockup-95650b3e.png,https://ljholiday.com/wp-content/uploads/mockup-df99db02.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,24USD,new,published,,"color:Kelly/Burnt Orange/Yellow/Heather True Royal/Heather Prism Lilac/Red:Red,size:XS/S/M/L/XL/2XL/3XL/4XL:2XL"
5F38294A36B3C_Red-XL_23314,"Coyote Pumpkin | Bella+Canvas 3001 T-Shirt","Color: Red, Size: XL",https://ljholiday.com/wp-content/uploads/mockup-4473f8b8.png,https://ljholiday.com/product/coyote-pumpkin-bellacanvas-3001-t-shirt/?attribute_color=Red&attribute_size=XL,"Tops, Fun, T-Shirts","=LJHoliday=",24USD,in stock,wc_post_id_23274,https://ljholiday.com/cart/?add-to-cart=23274&variation_id=23314&attribute_color=Red&attribute_size=XL,"https://ljholiday.com/wp-content/uploads/coyote-premium-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-3a657c6e.png,https://ljholiday.com/wp-content/uploads/mockup-e111692e.png,https://ljholiday.com/wp-content/uploads/mockup-95650b3e.png,https://ljholiday.com/wp-content/uploads/mockup-df99db02.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,24USD,new,published,,"color:Kelly/Burnt Orange/Yellow/Heather True Royal/Heather Prism Lilac/Red:Red,size:XS/S/M/L/XL/2XL/3XL/4XL:XL"
5F38294A36B3C_Red-L_23313,"Coyote Pumpkin | Bella+Canvas 3001 T-Shirt","Color: Red, Size: L",https://ljholiday.com/wp-content/uploads/mockup-4473f8b8.png,https://ljholiday.com/product/coyote-pumpkin-bellacanvas-3001-t-shirt/?attribute_color=Red&attribute_size=L,"Tops, Fun, T-Shirts","=LJHoliday=",24USD,in stock,wc_post_id_23274,https://ljholiday.com/cart/?add-to-cart=23274&variation_id=23313&attribute_color=Red&attribute_size=L,"https://ljholiday.com/wp-content/uploads/coyote-premium-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-3a657c6e.png,https://ljholiday.com/wp-content/uploads/mockup-e111692e.png,https://ljholiday.com/wp-content/uploads/mockup-95650b3e.png,https://ljholiday.com/wp-content/uploads/mockup-df99db02.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,24USD,new,published,,"color:Kelly/Burnt Orange/Yellow/Heather True Royal/Heather Prism Lilac/Red:Red,size:XS/S/M/L/XL/2XL/3XL/4XL:L"
5F38294A36B3C_Red-M_23312,"Coyote Pumpkin | Bella+Canvas 3001 T-Shirt","Color: Red, Size: M",https://ljholiday.com/wp-content/uploads/mockup-4473f8b8.png,https://ljholiday.com/product/coyote-pumpkin-bellacanvas-3001-t-shirt/?attribute_color=Red&attribute_size=M,"Tops, Fun, T-Shirts","=LJHoliday=",24USD,in stock,wc_post_id_23274,https://ljholiday.com/cart/?add-to-cart=23274&variation_id=23312&attribute_color=Red&attribute_size=M,"https://ljholiday.com/wp-content/uploads/coyote-premium-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-3a657c6e.png,https://ljholiday.com/wp-content/uploads/mockup-e111692e.png,https://ljholiday.com/wp-content/uploads/mockup-95650b3e.png,https://ljholiday.com/wp-content/uploads/mockup-df99db02.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,24USD,new,published,,"color:Kelly/Burnt Orange/Yellow/Heather True Royal/Heather Prism Lilac/Red:Red,size:XS/S/M/L/XL/2XL/3XL/4XL:M"
5F38294A36B3C_Red-S_23311,"Coyote Pumpkin | Bella+Canvas 3001 T-Shirt","Color: Red, Size: S",https://ljholiday.com/wp-content/uploads/mockup-4473f8b8.png,https://ljholiday.com/product/coyote-pumpkin-bellacanvas-3001-t-shirt/?attribute_color=Red&attribute_size=S,"Tops, Fun, T-Shirts","=LJHoliday=",24USD,in stock,wc_post_id_23274,https://ljholiday.com/cart/?add-to-cart=23274&variation_id=23311&attribute_color=Red&attribute_size=S,"https://ljholiday.com/wp-content/uploads/coyote-premium-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-3a657c6e.png,https://ljholiday.com/wp-content/uploads/mockup-e111692e.png,https://ljholiday.com/wp-content/uploads/mockup-95650b3e.png,https://ljholiday.com/wp-content/uploads/mockup-df99db02.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,24USD,new,published,,"color:Kelly/Burnt Orange/Yellow/Heather True Royal/Heather Prism Lilac/Red:Red,size:XS/S/M/L/XL/2XL/3XL/4XL:S"
5F38294A36B3C_Heather-Prism-Lilac-4XL_23310,"Coyote Pumpkin | Bella+Canvas 3001 T-Shirt","Color: Heather Prism Lilac, Size: 4XL",https://ljholiday.com/wp-content/uploads/mockup-df99db02.png,https://ljholiday.com/product/coyote-pumpkin-bellacanvas-3001-t-shirt/?attribute_color=Heather+Prism+Lilac&attribute_size=4XL,"Tops, Fun, T-Shirts","=LJHoliday=",28USD,in stock,wc_post_id_23274,https://ljholiday.com/cart/?add-to-cart=23274&variation_id=23310&attribute_color=Heather+Prism+Lilac&attribute_size=4XL,"https://ljholiday.com/wp-content/uploads/coyote-premium-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-3a657c6e.png,https://ljholiday.com/wp-content/uploads/mockup-e111692e.png,https://ljholiday.com/wp-content/uploads/mockup-95650b3e.png,https://ljholiday.com/wp-content/uploads/mockup-df99db02.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,28USD,new,published,,"color:Kelly/Burnt Orange/Yellow/Heather True Royal/Heather Prism Lilac/Red:Heather Prism Lilac,size:XS/S/M/L/XL/2XL/3XL/4XL:4XL"
5F38294A36B3C_Heather-Prism-Lilac-2XL_23308,"Coyote Pumpkin | Bella+Canvas 3001 T-Shirt","Color: Heather Prism Lilac, Size: 2XL",https://ljholiday.com/wp-content/uploads/mockup-df99db02.png,https://ljholiday.com/product/coyote-pumpkin-bellacanvas-3001-t-shirt/?attribute_color=Heather+Prism+Lilac&attribute_size=2XL,"Tops, Fun, T-Shirts","=LJHoliday=",24USD,in stock,wc_post_id_23274,https://ljholiday.com/cart/?add-to-cart=23274&variation_id=23308&attribute_color=Heather+Prism+Lilac&attribute_size=2XL,"https://ljholiday.com/wp-content/uploads/coyote-premium-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-3a657c6e.png,https://ljholiday.com/wp-content/uploads/mockup-e111692e.png,https://ljholiday.com/wp-content/uploads/mockup-95650b3e.png,https://ljholiday.com/wp-content/uploads/mockup-df99db02.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,24USD,new,published,,"color:Kelly/Burnt Orange/Yellow/Heather True Royal/Heather Prism Lilac/Red:Heather Prism Lilac,size:XS/S/M/L/XL/2XL/3XL/4XL:2XL"
5F38294A36B3C_Heather-Prism-Lilac-3XL_23309,"Coyote Pumpkin | Bella+Canvas 3001 T-Shirt","Color: Heather Prism Lilac, Size: 3XL",https://ljholiday.com/wp-content/uploads/mockup-df99db02.png,https://ljholiday.com/product/coyote-pumpkin-bellacanvas-3001-t-shirt/?attribute_color=Heather+Prism+Lilac&attribute_size=3XL,"Tops, Fun, T-Shirts","=LJHoliday=",26USD,in stock,wc_post_id_23274,https://ljholiday.com/cart/?add-to-cart=23274&variation_id=23309&attribute_color=Heather+Prism+Lilac&attribute_size=3XL,"https://ljholiday.com/wp-content/uploads/coyote-premium-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-3a657c6e.png,https://ljholiday.com/wp-content/uploads/mockup-e111692e.png,https://ljholiday.com/wp-content/uploads/mockup-95650b3e.png,https://ljholiday.com/wp-content/uploads/mockup-df99db02.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,26USD,new,published,,"color:Kelly/Burnt Orange/Yellow/Heather True Royal/Heather Prism Lilac/Red:Heather Prism Lilac,size:XS/S/M/L/XL/2XL/3XL/4XL:3XL"
5F38294A36B3C_Heather-Prism-Lilac-L_23306,"Coyote Pumpkin | Bella+Canvas 3001 T-Shirt","Color: Heather Prism Lilac, Size: L",https://ljholiday.com/wp-content/uploads/mockup-df99db02.png,https://ljholiday.com/product/coyote-pumpkin-bellacanvas-3001-t-shirt/?attribute_color=Heather+Prism+Lilac&attribute_size=L,"Tops, Fun, T-Shirts","=LJHoliday=",24USD,in stock,wc_post_id_23274,https://ljholiday.com/cart/?add-to-cart=23274&variation_id=23306&attribute_color=Heather+Prism+Lilac&attribute_size=L,"https://ljholiday.com/wp-content/uploads/coyote-premium-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-3a657c6e.png,https://ljholiday.com/wp-content/uploads/mockup-e111692e.png,https://ljholiday.com/wp-content/uploads/mockup-95650b3e.png,https://ljholiday.com/wp-content/uploads/mockup-df99db02.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,24USD,new,published,,"color:Kelly/Burnt Orange/Yellow/Heather True Royal/Heather Prism Lilac/Red:Heather Prism Lilac,size:XS/S/M/L/XL/2XL/3XL/4XL:L"
5F38294A36B3C_Heather-Prism-Lilac-XL_23307,"Coyote Pumpkin | Bella+Canvas 3001 T-Shirt","Color: Heather Prism Lilac, Size: XL",https://ljholiday.com/wp-content/uploads/mockup-df99db02.png,https://ljholiday.com/product/coyote-pumpkin-bellacanvas-3001-t-shirt/?attribute_color=Heather+Prism+Lilac&attribute_size=XL,"Tops, Fun, T-Shirts","=LJHoliday=",24USD,in stock,wc_post_id_23274,https://ljholiday.com/cart/?add-to-cart=23274&variation_id=23307&attribute_color=Heather+Prism+Lilac&attribute_size=XL,"https://ljholiday.com/wp-content/uploads/coyote-premium-tee-mock-up-main.png,https://ljholiday.com/wp-content/uploads/mockup-3a657c6e.png,https://ljholiday.com/wp-content/uploads/mockup-e111692e.png,https://ljholiday.com/wp-content/uploads/mockup-95650b3e.png,https://ljholiday.com/wp-content/uploads/mockup-df99db02.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,24USD,new,published,,"color:Kelly/Burnt Orange/Yellow/Heather True Royal/Heather Prism Lilac/Red:Heather Prism Lilac,size:XS/S/M/L/XL/2XL/3XL/4XL:XL"
